"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","a5e8278293ebc849d30fb6e9034891a8","b05224715b709176d307eb67eb945b16","8d69f6eaf0b375ff4e8a516a4c56c16c"
